,,,Grand Total,,,,,,,
Type,Material,Cut,Volume,Tonnes,FEGL,SILGL,ALGL,MNGL,PGL,PPCGL
Waste,SO,1210.00_21_24,67.08,120.75,36.63,3.18,24.98,0.04,0.09,17.10
Waste,SO,1210.00_21_23,194.18,349.53,37.46,4.24,23.31,0.04,0.09,16.48
Waste,SO,1210.00_21_22,328.34,591.02,37.88,5.00,22.32,0.04,0.09,16.12
Waste,SO,1210.00_21_21,461.14,830.05,37.92,5.58,21.94,0.04,0.09,15.99
Waste,SO,1210.00_21_20,432.29,778.13,37.79,6.03,21.74,0.04,0.09,15.92
Waste,SO,1210.00_21_19,472.47,850.45,37.66,6.36,21.60,0.04,0.08,15.87
Waste,SO,1210.00_21_18,472.52,850.53,38.34,6.79,20.57,0.05,0.08,15.51
Waste,SO,1210.00_21_17,326.97,588.55,38.62,6.65,20.42,0.05,0.08,15.44
Waste,SO,1210.00_21_16,160.99,361.97,38.65,6.64,20.40,0.05,0.08,15.43
Waste,SO,1210.00_21_15,18.44,46.10,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1210.00_20_25,269.85,485.72,36.62,3.25,24.92,0.04,0.09,17.08
Waste,SO,1210.00_20_24,296.30,533.34,36.64,3.75,24.54,0.04,0.08,16.95
Waste,SO,1210.00_20_23,267.97,482.35,37.17,4.65,23.32,0.04,0.08,16.49
Waste,SO,1210.00_20_22,314.61,566.29,37.64,5.58,22.13,0.04,0.08,16.05
Waste,SO,1210.00_20_21,411.69,741.04,37.52,6.21,21.79,0.05,0.08,15.93
Waste,SO,1210.00_20_20,485.16,873.29,37.37,6.72,21.60,0.05,0.08,15.88
Waste,SO,1210.00_20_19,494.64,890.36,37.19,7.06,21.51,0.05,0.08,15.84
Waste,SO,1210.00_20_18,499.90,899.82,37.49,7.32,21.00,0.05,0.08,15.66
Waste,SO,1210.00_20_17,441.14,794.06,37.71,7.21,20.87,0.05,0.08,15.61
Waste,SO,1210.00_20_16,280.57,540.80,38.02,7.03,20.71,0.05,0.08,15.54
Waste,SO,1210.00_20_15,110.63,276.58,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1210.00_20_14,7.95,19.88,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1210.00_19_24,89.38,160.89,36.65,4.30,24.11,0.04,0.08,16.79
Waste,SO,1210.00_19_23,419.78,755.61,37.12,5.19,22.96,0.04,0.08,16.36
Waste,SO,1210.00_19_22,450.59,811.07,37.44,6.07,21.96,0.05,0.08,16.00
Waste,SO,1210.00_19_21,474.54,854.17,37.26,6.67,21.69,0.05,0.08,15.90
Waste,SO,1210.00_19_20,498.18,896.72,37.07,7.17,21.52,0.05,0.08,15.85
Waste,SO,1210.00_19_19,500.00,900.00,36.90,7.49,21.45,0.05,0.08,15.82
Waste,SO,1210.00_19_18,500.00,900.00,36.94,7.66,21.27,0.05,0.08,15.76
Waste,SO,1210.00_19_17,497.44,895.40,37.10,7.57,21.18,0.05,0.08,15.73
Waste,SO,1210.00_19_16,417.89,752.20,37.53,7.33,20.96,0.05,0.08,15.63
Waste,SO,1210.00_19_15,258.10,540.22,38.03,7.04,20.70,0.05,0.08,15.53
Waste,SO,1210.00_19_14,78.66,196.65,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1210.00_19_13,0.07,0.16,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1210.00_18_23,374.16,673.49,37.15,5.68,22.55,0.05,0.08,16.20
Waste,SO,1210.00_18_22,500.00,900.00,37.29,6.42,21.86,0.05,0.08,15.94
Waste,SO,1210.00_18_21,500.00,900.00,37.12,6.96,21.62,0.05,0.08,15.87
Waste,SO,1210.00_18_20,250.00,450.00,36.95,7.35,21.49,0.05,0.08,15.84
Waste,SO,1210.00_18_19,250.00,450.00,36.82,7.63,21.43,0.05,0.08,15.82
Waste,SO,1210.00_18_17,375.00,675.00,36.86,7.72,21.31,0.05,0.07,15.78
Waste,SO,1210.00_18_16,495.52,891.94,37.21,7.52,21.12,0.05,0.08,15.70
Waste,SO,1210.00_18_15,379.15,682.46,37.82,7.19,20.79,0.05,0.08,15.56
Waste,SO,1210.00_18_14,167.07,417.67,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1210.00_18_13,8.94,22.35,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1210.00_17_16,374.44,674.00,37.23,7.53,21.10,0.05,0.08,15.68
Waste,SO,1210.00_17_15,451.18,812.12,37.79,7.24,20.80,0.05,0.08,15.55
Waste,SO,1210.00_17_14,249.78,567.71,38.43,6.92,20.43,0.05,0.08,15.39
Waste,SO,1210.00_17_13,50.46,126.15,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1210.00_16_15,362.90,653.22,38.19,7.05,20.56,0.05,0.08,15.44
Waste,SO,1210.00_16_14,352.59,682.40,38.94,6.69,20.14,0.05,0.08,15.25
Waste,SO,1210.00_16_13,111.19,277.98,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1210.00_16_12,0.04,0.09,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1210.00_15_14,400.08,720.15,39.68,6.35,19.72,0.05,0.08,15.03
Waste,SO,1210.00_15_13,180.77,405.42,40.60,5.92,19.19,0.05,0.09,14.79
Waste,SO,1210.00_15_12,6.21,15.52,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1210.00_14_14,92.01,165.62,40.62,5.92,19.17,0.05,0.09,14.77
Waste,SO,1210.00_14_13,279.22,535.40,41.56,5.49,18.63,0.05,0.09,14.50
Waste,SO,1210.00_14_12,45.18,112.94,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1210.00_13_13,248.75,447.75,42.69,4.99,17.97,0.04,0.09,14.17
Waste,SO,1210.00_13_12,133.69,334.24,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1210.00_13_11,3.42,8.54,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1210.00_12_13,189.19,340.55,44.08,4.38,17.15,0.04,0.10,13.75
Waste,SO,1210.00_12_12,259.20,535.29,44.46,4.25,16.93,0.04,0.10,13.59
Waste,SO,1210.00_12_11,37.29,93.23,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1210.00_11_12,360.54,648.98,45.56,3.76,16.28,0.04,0.10,13.27
Waste,SO,1210.00_11_11,153.02,382.55,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1210.00_11_10,4.56,11.39,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1210.00_10_12,391.25,704.25,46.23,3.46,15.89,0.04,0.10,13.08
Waste,SO,1210.00_10_11,227.33,461.82,46.54,3.32,15.70,0.04,0.11,12.98
Waste,SO,1210.00_10_10,4.70,11.74,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1207.30_6_8,0.98,1.76,46.41,3.06,16.06,0.04,0.11,13.10
Waste,SO,1206.10_36_31,170.35,306.63,39.92,0.74,24.42,0.06,0.12,15.58
Waste,SO,1205.97_35_31,92.99,167.39,40.04,0.76,24.26,0.06,0.12,15.56
Waste,SO,1205.95_34_31,17.05,30.69,40.36,0.83,23.80,0.06,0.12,15.52
Waste,SO,1205.00_9_9,256.27,461.28,46.80,3.13,15.62,0.04,0.11,12.93
Waste,SO,1205.00_9_8,12.49,22.58,46.53,3.17,15.85,0.04,0.11,13.03
Waste,SO,1205.00_9_10,481.74,867.13,46.97,3.11,15.47,0.04,0.11,12.87
Waste,SO,1205.00_8_9,450.52,810.94,46.97,3.09,15.50,0.04,0.11,12.88
Waste,SO,1205.00_8_8,149.75,269.55,46.68,3.11,15.76,0.04,0.11,12.98
Waste,SO,1205.00_8_10,250.00,450.00,47.09,3.07,15.39,0.04,0.11,12.83
Waste,SO,1205.00_7_9,373.91,673.04,46.89,3.07,15.59,0.04,0.11,12.91
Waste,SO,1205.00_7_8,84.33,151.80,46.69,3.06,15.79,0.04,0.11,12.99
Waste,SO,1205.00_38_30,8.06,14.51,41.39,0.96,22.41,0.06,0.11,15.29
Waste,SO,1205.00_37_31,123.02,221.43,40.32,0.80,23.89,0.06,0.12,15.50
Waste,SO,1205.00_37_30,72.83,131.09,40.63,0.84,23.46,0.06,0.12,15.44
Waste,SO,1205.00_36_30,176.50,317.69,40.15,0.78,24.11,0.06,0.12,15.54
Waste,SO,1205.00_36_29,12.43,22.37,40.96,0.90,23.01,0.06,0.12,15.38
Waste,SO,1205.00_35_30,387.20,696.95,40.30,0.81,23.90,0.06,0.12,15.52
Waste,SO,1205.00_35_29,94.35,169.84,40.95,0.92,22.99,0.06,0.12,15.40
Waste,SO,1205.00_35_28,2.28,4.10,41.75,1.08,21.83,0.05,0.12,15.29
Waste,SO,1205.00_34_30,432.28,778.11,40.63,0.88,23.40,0.06,0.12,15.48
Waste,SO,1205.00_34_29,422.14,759.85,41.08,0.99,22.72,0.05,0.12,15.43
Waste,SO,1205.00_34_28,62.89,113.21,41.48,1.11,22.06,0.05,0.12,15.41
Waste,SO,1205.00_33_30,187.21,336.99,40.85,0.95,23.05,0.06,0.12,15.47
Waste,SO,1205.00_33_29,125.00,225.00,41.06,1.02,22.71,0.05,0.12,15.47
Waste,SO,1205.00_33_23,0.17,0.31,39.85,1.77,22.77,0.03,0.15,16.71
Waste,SO,1205.00_32_24,4.62,8.32,39.63,1.68,23.08,0.03,0.14,16.76
Waste,SO,1205.00_32_23,1.99,3.57,39.71,1.72,22.97,0.03,0.14,16.76
Waste,SO,1205.00_31_22,26.27,47.29,38.80,1.93,23.92,0.03,0.12,16.83
Waste,SO,1205.00_31_21,20.50,36.89,39.24,2.22,23.28,0.04,0.12,16.51
Waste,SO,1205.00_31_20,15.28,27.51,39.90,2.54,22.41,0.04,0.11,16.10
Waste,SO,1205.00_31_19,0.48,1.20,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1205.00_30_21,209.07,376.33,39.41,2.23,23.13,0.03,0.11,16.42
Waste,SO,1205.00_30_20,181.78,327.20,40.81,2.67,21.40,0.03,0.11,15.73
Waste,SO,1205.00_30_19,77.16,141.30,42.55,3.08,19.33,0.03,0.12,14.95
Waste,SO,1205.00_30_18,4.51,11.26,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1205.00_30_17,6.13,15.32,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1205.00_29_21,99.10,178.37,39.59,2.24,22.97,0.03,0.11,16.34
Waste,SO,1205.00_29_20,366.22,659.19,41.55,2.71,20.62,0.03,0.12,15.47
Waste,SO,1205.00_29_19,250.80,451.44,43.31,3.17,18.47,0.03,0.12,14.64
Waste,SO,1205.00_29_18,99.87,184.79,43.66,3.27,18.04,0.03,0.12,14.48
Waste,SO,1205.00_29_17,86.58,216.45,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1205.00_29_16,22.49,56.23,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1205.00_28_20,222.09,399.76,41.74,2.79,20.36,0.03,0.11,15.36
Waste,SO,1205.00_28_19,391.93,705.47,42.80,3.07,19.06,0.03,0.12,14.87
Waste,SO,1205.00_28_18,257.78,464.00,43.34,3.28,18.37,0.03,0.12,14.59
Waste,SO,1205.00_28_17,190.85,376.12,43.58,3.35,18.05,0.03,0.12,14.54
Waste,SO,1205.00_28_16,130.60,326.49,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1205.00_28_15,4.29,10.73,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1205.00_27_20,111.85,201.34,40.93,2.69,21.24,0.03,0.11,15.69
Waste,SO,1205.00_27_19,417.05,750.69,41.62,2.92,20.36,0.03,0.11,15.36
Waste,SO,1205.00_27_18,344.64,620.36,43.24,3.41,18.33,0.03,0.11,14.63
Waste,SO,1205.00_27_17,271.51,488.71,43.36,3.59,18.09,0.03,0.11,14.57
Waste,SO,1205.00_27_16,245.22,441.39,43.23,3.67,18.15,0.03,0.11,14.65
Waste,SO,1205.00_27_15,61.88,130.08,43.12,3.73,18.20,0.04,0.11,14.74
Waste,SO,1205.00_26_20,124.53,224.16,40.12,2.65,22.07,0.03,0.11,16.01
Waste,SO,1205.00_26_19,481.91,867.43,40.82,2.99,21.11,0.03,0.11,15.64
Waste,SO,1205.00_26_18,434.00,781.20,42.87,3.76,18.43,0.03,0.11,14.70
Waste,SO,1205.00_26_17,326.13,587.03,43.00,3.83,18.27,0.03,0.11,14.66
Waste,SO,1205.00_26_16,243.57,438.42,42.95,3.86,18.29,0.04,0.11,14.72
Waste,SO,1205.00_26_15,124.91,224.84,42.93,3.86,18.30,0.04,0.11,14.78
Waste,SO,1205.00_26_14,32.34,58.40,42.96,3.84,18.28,0.04,0.11,14.83
Waste,SO,1205.00_26_13,0.15,0.37,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1205.00_25_19,250.00,450.00,40.41,3.39,21.23,0.03,0.11,15.69
Waste,SO,1205.00_25_18,500.00,900.00,42.41,4.19,18.56,0.04,0.11,14.77
Waste,SO,1205.00_25_17,474.01,853.22,42.48,4.17,18.52,0.04,0.11,14.76
Waste,SO,1205.00_25_16,272.36,490.24,42.50,4.16,18.50,0.04,0.11,14.79
Waste,SO,1205.00_25_15,205.68,370.23,42.58,4.10,18.46,0.04,0.10,14.82
Waste,SO,1205.00_25_14,154.04,322.27,42.65,4.05,18.42,0.04,0.10,14.84
Waste,SO,1205.00_25_13,11.54,28.84,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1205.00_24_19,250.00,450.00,39.70,3.90,21.53,0.04,0.10,15.82
Waste,SO,1205.00_24_18,500.00,900.00,41.61,4.71,18.95,0.04,0.10,14.92
Waste,SO,1205.00_24_17,499.95,899.92,41.78,4.64,18.85,0.04,0.10,14.89
Waste,SO,1205.00_24_16,393.85,708.92,41.87,4.58,18.80,0.04,0.10,14.89
Waste,SO,1205.00_24_15,268.52,483.33,42.04,4.47,18.71,0.04,0.10,14.89
Waste,SO,1205.00_24_14,247.42,517.06,42.18,4.38,18.65,0.04,0.10,14.89
Waste,SO,1205.00_24_13,48.08,120.21,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1205.00_23_18,500.00,900.00,40.61,5.35,19.44,0.04,0.10,15.10
Waste,SO,1205.00_23_17,500.00,900.00,40.86,5.23,19.30,0.04,0.10,15.04
Waste,SO,1205.00_23_16,474.04,853.28,41.06,5.11,19.20,0.04,0.10,15.02
Waste,SO,1205.00_23_15,277.91,500.23,41.32,4.95,19.07,0.04,0.10,14.99
Waste,SO,1205.00_23_14,255.05,548.24,41.55,4.80,18.95,0.04,0.10,14.96
Waste,SO,1205.00_23_13,107.78,269.46,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1205.00_23_12,0.30,0.76,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1205.00_22_18,125.00,225.00,39.96,5.81,19.75,0.04,0.09,15.20
Waste,SO,1205.00_22_17,500.00,900.00,39.80,5.91,19.82,0.04,0.09,15.23
Waste,SO,1205.00_22_16,498.18,896.72,40.09,5.73,19.68,0.04,0.09,15.18
Waste,SO,1205.00_22_15,361.36,650.45,40.44,5.52,19.50,0.04,0.09,15.13
Waste,SO,1205.00_22_14,201.77,397.81,40.80,5.31,19.31,0.04,0.09,15.07
Waste,SO,1205.00_22_13,141.23,353.07,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1205.00_22_12,15.59,38.99,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1205.00_21_17,375.00,675.00,38.84,6.52,20.30,0.05,0.08,15.40
Waste,SO,1205.00_21_16,500.00,900.00,39.09,6.37,20.17,0.05,0.09,15.35
Waste,SO,1205.00_21_15,464.83,836.69,39.58,6.07,19.92,0.04,0.09,15.26
Waste,SO,1205.00_21_14,260.18,468.32,40.10,5.77,19.65,0.04,0.09,15.17
Waste,SO,1205.00_21_13,92.06,212.18,40.42,5.59,19.48,0.04,0.09,15.10
Waste,SO,1205.00_21_12,23.84,59.59,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1205.00_21_11,0.22,0.56,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1205.00_20_16,375.00,675.00,38.34,6.84,20.55,0.05,0.08,15.49
Waste,SO,1205.00_20_15,499.32,898.78,38.84,6.55,20.29,0.05,0.08,15.39
Waste,SO,1205.00_20_14,439.87,791.76,39.51,6.16,19.94,0.05,0.09,15.25
Waste,SO,1205.00_20_13,166.65,312.37,40.03,5.86,19.66,0.04,0.09,15.14
Waste,SO,1205.00_20_12,44.09,110.23,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1205.00_20_11,17.56,43.89,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1205.00_19_15,375.00,675.00,38.41,6.82,20.50,0.05,0.08,15.46
Waste,SO,1205.00_19_14,496.53,893.76,39.09,6.44,20.14,0.05,0.08,15.31
Waste,SO,1205.00_19_13,344.77,620.59,39.80,6.04,19.76,0.04,0.09,15.16
Waste,SO,1205.00_19_12,24.46,61.16,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1205.00_19_11,7.73,19.32,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1205.00_19_10,0.59,1.46,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1205.00_18_14,375.00,675.00,38.84,6.63,20.25,0.05,0.08,15.34
Waste,SO,1205.00_18_13,440.43,792.77,39.49,6.29,19.89,0.05,0.09,15.19
Waste,SO,1205.00_18_12,132.75,248.43,39.32,6.47,19.97,0.05,0.08,15.14
Waste,SO,1205.00_18_11,9.26,23.15,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1205.00_18_10,2.66,6.66,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1205.00_17_13,360.92,649.65,39.52,6.36,19.84,0.05,0.08,15.13
Waste,SO,1205.00_17_12,287.52,591.90,39.40,6.53,19.88,0.05,0.08,15.04
Waste,SO,1205.00_17_11,71.64,179.10,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1205.00_16_12,356.85,642.34,40.22,6.15,19.40,0.05,0.09,14.80
Waste,SO,1205.00_16_11,83.63,209.06,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1205.00_15_12,294.21,529.59,41.12,5.74,18.88,0.05,0.09,14.55
Waste,SO,1205.00_15_11,148.86,372.14,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1205.00_15_10,0.24,0.60,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1205.00_14_12,108.15,194.67,42.18,5.27,18.26,0.05,0.09,14.24
Waste,SO,1205.00_14_11,262.91,538.92,42.88,4.95,17.86,0.04,0.09,14.04
Waste,SO,1205.00_14_10,15.34,38.35,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1205.00_13_11,275.70,496.26,44.06,4.42,17.16,0.04,0.10,13.70
Waste,SO,1205.00_13_10,84.59,211.46,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1205.00_12_9,6.44,16.09,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1205.00_12_11,219.54,395.17,45.28,3.87,16.45,0.04,0.10,13.35
Waste,SO,1205.00_12_10,219.33,440.99,45.46,3.80,16.35,0.04,0.10,13.30
Waste,SO,1205.00_11_9,69.23,173.07,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1205.00_11_11,249.45,449.01,46.09,3.52,15.97,0.04,0.10,13.12
Waste,SO,1205.00_11_10,395.94,712.70,46.00,3.45,16.12,0.04,0.10,13.17
Waste,SO,1205.00_10_9,177.85,330.53,46.39,3.22,15.93,0.04,0.11,13.07
Waste,SO,1205.00_10_8,1.42,3.54,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1205.00_10_10,431.47,776.65,46.60,3.24,15.73,0.04,0.11,12.99
Waste,SO,1201.38_67_23,0.64,1.61,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1201.20_67_22,0.45,1.12,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1200.81_66_23,1.99,4.98,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1200.61_66_22,3.59,8.97,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1200.55_66_21,0.42,1.04,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1200.10_65_23,3.61,9.03,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1200.00_65_22,9.40,23.50,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1200.00_65_21,0.43,1.08,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1200.00_64_23,0.20,0.50,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1200.00_64_22,0.34,0.86,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1200.00_33_21,34.61,62.29,38.59,2.17,23.92,0.04,0.13,16.80
Waste,SO,1200.00_33_20,29.05,52.28,37.71,2.39,24.73,0.05,0.11,16.91
Waste,SO,1200.00_33_19,1.05,1.89,36.25,2.65,26.10,0.05,0.10,17.18
Waste,SO,1200.00_32_20,90.94,163.69,38.04,2.42,24.37,0.04,0.11,16.78
Waste,SO,1200.00_32_19,94.72,170.50,37.49,2.69,24.80,0.05,0.10,16.76
Waste,SO,1200.00_32_18,17.54,31.58,37.33,2.92,24.82,0.05,0.10,16.70
Waste,SO,1200.00_31_18,61.13,110.03,39.06,2.99,22.97,0.05,0.11,16.11
Waste,SO,1200.00_31_17,8.06,14.51,39.20,3.11,22.65,0.06,0.10,16.13
Waste,SO,1200.00_31_16,4.21,10.54,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1200.00_31_15,5.57,13.93,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1200.00_30_19,0.01,0.03,41.67,2.94,20.32,0.04,0.12,15.30
Waste,SO,1200.00_30_16,23.61,59.02,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1200.00_30_15,121.98,304.96,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1200.00_30_14,2.15,5.38,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1200.00_30_13,0.51,1.29,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1200.00_29_16,338.01,608.43,43.08,3.23,18.51,0.05,0.11,14.96
Waste,SO,1200.00_29_15,327.70,589.85,43.01,3.31,18.48,0.06,0.11,15.10
Waste,SO,1200.00_29_14,89.22,197.27,43.42,3.39,18.00,0.05,0.11,14.99
Waste,SO,1200.00_29_13,37.88,94.71,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1200.00_28_16,500.00,900.00,43.48,3.54,17.93,0.04,0.11,14.67
Waste,SO,1200.00_28_15,429.34,772.82,43.39,3.60,17.95,0.04,0.11,14.79
Waste,SO,1200.00_28_14,232.58,418.65,43.33,3.60,18.02,0.04,0.11,14.87
Waste,SO,1200.00_28_13,154.66,344.14,43.29,3.59,18.12,0.04,0.10,14.88
Waste,SO,1200.00_28_12,5.09,12.73,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1200.00_27_17,125.00,225.00,43.39,3.57,18.08,0.03,0.11,14.57
Waste,SO,1200.00_27_16,500.00,900.00,43.23,3.67,18.16,0.04,0.11,14.66
Waste,SO,1200.00_27_15,489.24,880.63,43.16,3.70,18.18,0.04,0.11,14.76
Waste,SO,1200.00_27_14,380.49,684.88,43.19,3.67,18.17,0.04,0.11,14.84
Waste,SO,1200.00_27_13,267.05,480.69,43.24,3.62,18.15,0.04,0.10,14.88
Waste,SO,1200.00_27_12,47.88,98.82,43.19,3.64,18.18,0.04,0.10,14.91
Waste,SO,1200.00_26_16,500.00,900.00,42.95,3.85,18.28,0.04,0.11,14.72
Waste,SO,1200.00_26_15,500.00,900.00,42.95,3.84,18.28,0.04,0.11,14.78
Waste,SO,1200.00_26_14,493.00,887.40,43.02,3.79,18.25,0.04,0.11,14.83
Waste,SO,1200.00_26_13,368.72,663.70,43.09,3.74,18.21,0.04,0.10,14.86
Waste,SO,1200.00_26_12,139.06,250.30,43.00,3.78,18.27,0.04,0.10,14.93
Waste,SO,1200.00_26_11,3.20,8.01,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1200.00_25_17,125.00,225.00,42.36,4.25,18.57,0.04,0.10,14.79
Waste,SO,1200.00_25_16,500.00,900.00,42.53,4.14,18.49,0.04,0.11,14.79
Waste,SO,1200.00_25_15,500.00,900.00,42.61,4.08,18.44,0.04,0.10,14.82
Waste,SO,1200.00_25_14,500.00,900.00,42.72,4.01,18.39,0.04,0.10,14.84
Waste,SO,1200.00_25_13,437.95,788.31,42.82,3.94,18.34,0.04,0.10,14.86
Waste,SO,1200.00_25_12,221.84,399.31,42.65,4.01,18.45,0.04,0.10,14.96
Waste,SO,1200.00_25_11,35.30,88.26,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1200.00_24_16,500.00,900.00,41.93,4.54,18.78,0.04,0.10,14.89
Waste,SO,1200.00_24_15,500.00,900.00,42.09,4.44,18.69,0.04,0.10,14.89
Waste,SO,1200.00_24_14,500.00,900.00,42.27,4.33,18.60,0.04,0.10,14.88
Waste,SO,1200.00_24_13,483.32,869.98,42.42,4.22,18.53,0.04,0.10,14.88
Waste,SO,1200.00_24_12,293.55,528.38,42.15,4.36,18.69,0.04,0.10,15.00
Waste,SO,1200.00_24_11,66.16,165.39,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1200.00_23_16,375.00,675.00,41.22,5.01,19.12,0.04,0.10,15.00
Waste,SO,1200.00_23_15,500.00,900.00,41.38,4.91,19.03,0.04,0.10,14.98
Waste,SO,1200.00_23_14,500.00,900.00,41.66,4.74,18.89,0.04,0.10,14.95
Waste,SO,1200.00_23_13,498.94,898.10,41.91,4.58,18.76,0.04,0.10,14.92
Waste,SO,1200.00_23_12,372.99,671.39,41.59,4.75,18.95,0.04,0.10,15.04
Waste,SO,1200.00_23_11,136.42,341.04,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1200.00_23_10,0.81,2.04,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1200.00_22_9,3.36,8.40,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1200.00_22_15,375.00,675.00,40.66,5.39,19.39,0.04,0.09,15.09
Waste,SO,1200.00_22_14,500.00,900.00,40.95,5.21,19.23,0.04,0.10,15.04
Waste,SO,1200.00_22_13,500.00,900.00,41.33,4.99,19.04,0.04,0.10,14.98
Waste,SO,1200.00_22_12,449.41,808.94,41.02,5.15,19.22,0.04,0.09,15.08
Waste,SO,1200.00_22_11,215.42,442.19,41.27,5.01,19.10,0.04,0.09,15.04
Waste,SO,1200.00_22_10,39.46,98.66,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
