,,,Grand Total,,,,,,,
Type,Material,Cut,Volume,Tonnes,FEGL,SILGL,ALGL,MNGL,PGL,PPCGL
Waste,SO,1215.00_33_30,0.96,2.41,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1215.00_32_31,230.45,576.11,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1215.00_32_30,77.50,193.76,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1215.00_31_31,141.32,353.29,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1215.00_31_30,294.75,736.87,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1215.00_31_29,7.02,17.54,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1215.00_30_31,22.54,56.34,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1215.00_30_30,351.68,879.21,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1215.00_30_29,77.80,194.50,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1215.00_3_9,8.71,21.77,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1215.00_3_11,282.24,508.03,44.28,3.37,17.87,0.04,0.10,13.88
Waste,SO,1215.00_3_10,211.45,437.25,44.26,3.34,17.92,0.04,0.10,13.89
Waste,SO,1215.00_29_30,350.76,876.90,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1215.00_29_29,206.81,517.02,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1215.00_29_28,4.93,12.32,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1215.00_28_30,210.56,526.39,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1215.00_28_29,348.67,871.66,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1215.00_28_28,3.14,7.84,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1215.00_27_30,56.11,140.28,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1215.00_27_29,406.27,"1,015.67",-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1215.00_27_28,11.87,29.68,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1215.00_26_29,350.25,875.63,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1215.00_26_28,36.61,91.52,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1215.00_26_27,0.01,0.03,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1215.00_26_26,7.28,18.20,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1215.00_25_29,157.96,394.90,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1215.00_25_28,57.09,142.72,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1215.00_25_26,0.10,0.25,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1215.00_25_20,0.06,0.14,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1215.00_24_29,14.69,36.73,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1215.00_24_28,46.72,116.80,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1215.00_24_20,1.59,3.96,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1215.00_24_19,0.52,1.29,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1215.00_23_28,1.97,4.92,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1215.00_23_19,1.64,4.11,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1215.00_22_20,0.34,0.86,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1215.00_22_19,1.73,4.33,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1215.00_22_18,2.56,6.41,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1215.00_21_21,1.53,3.82,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1215.00_21_20,0.31,0.78,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1215.00_21_19,8.95,22.39,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1215.00_21_18,14.03,35.06,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1215.00_20_28,0.25,0.62,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1215.00_20_27,0.06,0.14,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1215.00_20_21,0.20,0.50,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1215.00_20_20,9.71,24.27,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1215.00_20_19,31.24,78.11,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1215.00_20_18,38.06,95.16,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1215.00_20_17,17.17,42.93,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1215.00_19_28,0.13,0.32,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1215.00_19_27,25.04,62.60,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1215.00_19_26,26.28,65.69,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1215.00_19_25,7.78,19.45,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1215.00_19_23,1.56,3.90,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1215.00_19_22,15.52,38.79,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1215.00_19_21,40.62,101.56,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1215.00_19_20,85.25,213.13,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1215.00_19_19,124.78,311.96,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1215.00_19_18,81.85,204.64,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1215.00_19_17,69.64,174.10,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1215.00_19_16,3.05,7.63,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1215.00_18_27,38.50,96.24,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1215.00_18_26,122.73,306.82,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1215.00_18_25,84.52,211.29,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1215.00_18_24,34.78,86.95,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1215.00_18_23,59.07,147.67,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1215.00_18_22,123.41,308.53,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1215.00_18_21,160.14,400.34,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1215.00_18_20,188.20,470.50,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1215.00_18_19,228.42,571.05,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1215.00_18_18,238.27,501.58,36.70,7.81,21.40,0.05,0.07,15.81
Waste,SO,1215.00_18_17,114.58,286.45,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1215.00_18_16,59.35,148.38,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1215.00_18_15,0.32,0.79,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1215.00_17_26,34.83,87.08,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1215.00_17_25,82.43,206.09,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1215.00_17_24,60.91,152.29,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1215.00_17_23,92.82,167.08,37.42,6.22,21.90,0.05,0.08,15.93
Waste,SO,1215.00_17_22,180.14,324.25,37.31,6.59,21.73,0.05,0.08,15.88
Waste,SO,1215.00_17_21,197.54,355.58,37.14,7.06,21.54,0.05,0.08,15.82
Waste,SO,1215.00_17_20,272.53,490.56,36.96,7.42,21.44,0.05,0.08,15.80
Waste,SO,1215.00_17_19,337.97,608.35,36.82,7.66,21.40,0.05,0.07,15.80
Waste,SO,1215.00_17_18,346.59,623.86,36.77,7.76,21.37,0.05,0.07,15.79
Waste,SO,1215.00_17_17,313.38,651.99,36.91,7.70,21.28,0.05,0.08,15.76
Waste,SO,1215.00_17_16,125.53,313.83,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1215.00_17_15,19.20,48.00,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1215.00_16_22,237.76,427.97,37.44,6.60,21.60,0.05,0.08,15.82
Waste,SO,1215.00_16_21,314.18,565.53,37.30,6.96,21.47,0.05,0.08,15.78
Waste,SO,1215.00_16_20,419.09,754.37,37.13,7.28,21.39,0.05,0.08,15.77
Waste,SO,1215.00_16_19,478.28,860.90,36.99,7.49,21.36,0.05,0.08,15.77
Waste,SO,1215.00_16_18,495.95,892.71,37.01,7.59,21.27,0.05,0.08,15.74
Waste,SO,1215.00_16_17,482.17,867.91,37.19,7.56,21.13,0.05,0.08,15.69
Waste,SO,1215.00_16_16,307.06,586.85,37.54,7.38,20.92,0.05,0.08,15.60
Waste,SO,1215.00_16_15,43.83,109.57,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1215.00_16_14,0.63,1.57,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1215.00_15_18,250.00,450.00,37.32,7.40,21.13,0.05,0.08,15.68
Waste,SO,1215.00_15_17,500.00,900.00,37.75,7.28,20.81,0.05,0.08,15.54
Waste,SO,1215.00_15_16,421.33,758.40,38.16,7.08,20.57,0.05,0.08,15.44
Waste,SO,1215.00_15_15,187.51,419.15,38.83,6.76,20.19,0.05,0.08,15.26
Waste,SO,1215.00_15_14,4.18,10.45,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1215.00_14_16,352.28,634.11,38.99,6.69,20.10,0.05,0.08,15.21
Waste,SO,1215.00_14_15,290.27,603.28,39.56,6.42,19.78,0.05,0.08,15.06
Waste,SO,1215.00_14_14,51.47,128.68,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1215.00_13_16,123.89,223.00,39.96,6.24,19.54,0.05,0.09,14.94
Waste,SO,1215.00_13_15,382.01,687.62,40.84,5.84,19.04,0.05,0.09,14.69
Waste,SO,1215.00_13_14,114.46,286.14,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1215.00_13_13,0.22,0.55,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1215.00_12_15,245.59,442.07,42.25,5.20,18.22,0.04,0.09,14.28
Waste,SO,1215.00_12_14,316.52,712.50,42.99,4.86,17.79,0.04,0.09,14.07
Waste,SO,1215.00_12_13,41.62,104.06,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1215.00_11_14,465.98,918.47,43.97,4.43,17.21,0.04,0.10,13.78
Waste,SO,1215.00_11_13,61.68,154.21,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1215.00_10_14,136.02,244.83,45.04,3.96,16.59,0.04,0.10,13.46
Waste,SO,1215.00_10_13,86.33,190.36,45.59,3.73,16.27,0.04,0.10,13.29
Waste,SO,1211.96_30_31,2.76,4.96,38.52,1.09,24.98,0.05,0.11,16.60
Waste,SO,1211.29_37_32,19.31,34.77,40.42,0.80,23.78,0.06,0.11,15.46
Waste,SO,1211.24_35_32,1.59,2.85,39.88,0.75,24.46,0.06,0.12,15.60
Waste,SO,1211.18_36_32,8.39,15.11,40.02,0.75,24.30,0.06,0.12,15.56
Waste,SO,1210.48_32_31,162.37,292.26,40.30,0.93,23.51,0.05,0.11,15.71
Waste,SO,1210.31_31_31,64.66,116.39,39.97,0.98,23.68,0.05,0.11,15.91
Waste,SO,1210.29_33_31,237.44,427.39,40.40,0.89,23.60,0.06,0.11,15.58
Waste,SO,1210.00_9_12,209.28,376.70,46.74,3.24,15.59,0.04,0.11,12.93
Waste,SO,1210.00_9_11,279.10,502.38,46.92,3.16,15.48,0.04,0.11,12.88
Waste,SO,1210.00_9_10,67.04,167.59,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1210.00_8_9,30.23,75.57,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1210.00_8_12,125.00,225.00,46.86,3.18,15.51,0.04,0.11,12.89
Waste,SO,1210.00_8_11,438.36,789.05,46.99,3.11,15.45,0.04,0.11,12.86
Waste,SO,1210.00_8_10,207.18,425.47,47.11,3.07,15.37,0.04,0.11,12.82
Waste,SO,1210.00_7_9,159.71,351.37,46.91,3.07,15.57,0.04,0.11,12.90
Waste,SO,1210.00_7_8,6.38,15.96,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1210.00_7_11,500.00,900.00,46.85,3.12,15.58,0.04,0.11,12.92
Waste,SO,1210.00_7_10,446.13,803.04,46.99,3.08,15.48,0.04,0.11,12.87
Waste,SO,1210.00_6_9,395.64,750.28,46.57,3.06,15.91,0.04,0.11,13.04
Waste,SO,1210.00_6_8,28.18,70.45,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1210.00_6_11,125.00,225.00,46.65,3.15,15.75,0.04,0.11,12.99
Waste,SO,1210.00_6_10,500.00,900.00,46.64,3.11,15.79,0.04,0.11,13.00
Waste,SO,1210.00_5_9,436.14,785.05,46.01,3.05,16.47,0.04,0.11,13.27
Waste,SO,1210.00_5_8,61.41,110.54,45.80,3.04,16.67,0.04,0.11,13.35
Waste,SO,1210.00_5_10,375.00,675.00,46.15,3.10,16.27,0.04,0.11,13.20
Waste,SO,1210.00_40_32,0.14,0.26,40.52,0.89,23.69,0.06,0.11,15.31
Waste,SO,1210.00_4_9,31.08,55.95,45.47,3.03,17.00,0.04,0.10,13.48
Waste,SO,1210.00_39_32,5.79,10.50,40.18,0.80,24.11,0.06,0.11,15.46
Waste,SO,1210.00_38_32,34.46,62.03,40.54,0.83,23.63,0.06,0.11,15.42
Waste,SO,1210.00_38_31,36.95,66.50,40.79,0.85,23.30,0.06,0.11,15.37
Waste,SO,1210.00_37_31,114.94,207.96,40.34,0.79,23.89,0.06,0.11,15.48
Waste,SO,1210.00_36_31,112.69,202.83,39.92,0.74,24.43,0.06,0.12,15.58
Waste,SO,1210.00_36_30,11.29,28.22,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1210.00_35_31,105.51,189.92,39.98,0.75,24.34,0.06,0.12,15.58
Waste,SO,1210.00_35_30,128.15,285.99,40.25,0.80,23.97,0.06,0.12,15.53
Waste,SO,1210.00_35_29,2.04,5.09,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1210.00_34_31,177.94,320.30,40.13,0.81,24.08,0.06,0.12,15.58
Waste,SO,1210.00_34_30,196.76,354.16,40.62,0.88,23.42,0.06,0.12,15.48
Waste,SO,1210.00_34_29,173.43,387.24,40.99,0.98,22.84,0.05,0.12,15.45
Waste,SO,1210.00_34_28,5.61,14.03,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1210.00_33_30,257.14,462.85,40.63,0.92,23.25,0.06,0.11,15.55
Waste,SO,1210.00_33_29,230.53,414.95,40.95,1.00,22.78,0.05,0.11,15.52
Waste,SO,1210.00_33_28,182.47,333.02,40.63,1.10,22.96,0.05,0.12,15.75
Waste,SO,1210.00_33_27,0.09,0.24,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1210.00_32_30,433.49,780.28,40.32,0.95,23.43,0.05,0.11,15.73
Waste,SO,1210.00_32_29,246.14,443.04,40.08,1.01,23.56,0.05,0.11,15.89
Waste,SO,1210.00_32_28,249.23,448.61,39.00,1.17,24.45,0.05,0.12,16.47
Waste,SO,1210.00_32_27,98.12,176.62,38.99,1.31,24.37,0.04,0.12,16.64
Waste,SO,1210.00_31_30,479.56,863.21,39.58,1.02,23.99,0.05,0.11,16.12
Waste,SO,1210.00_31_29,381.49,686.68,38.64,1.13,24.81,0.05,0.11,16.60
Waste,SO,1210.00_31_28,248.47,447.25,38.57,1.21,24.74,0.04,0.11,16.71
Waste,SO,1210.00_31_27,262.21,471.98,38.37,1.29,24.83,0.04,0.11,16.91
Waste,SO,1210.00_31_26,90.97,185.06,38.07,1.34,25.08,0.04,0.11,17.11
Waste,SO,1210.00_31_25,63.29,158.22,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1210.00_31_24,10.46,26.14,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1210.00_30_30,443.64,798.56,38.29,1.13,25.10,0.04,0.11,16.75
Waste,SO,1210.00_30_29,478.75,861.74,38.13,1.16,25.15,0.04,0.11,16.86
Waste,SO,1210.00_30_28,325.31,585.55,38.03,1.21,25.16,0.04,0.11,16.96
Waste,SO,1210.00_30_27,278.38,501.09,37.77,1.24,25.32,0.04,0.11,17.12
Waste,SO,1210.00_30_26,276.12,535.69,37.69,1.31,25.46,0.04,0.11,17.26
Waste,SO,1210.00_30_25,167.77,347.83,37.60,1.34,25.56,0.03,0.11,17.34
Waste,SO,1210.00_30_24,105.01,223.43,37.73,1.38,25.40,0.03,0.11,17.35
Waste,SO,1210.00_30_23,10.31,25.77,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1210.00_29_30,319.01,574.21,37.81,1.16,25.43,0.04,0.10,17.00
Waste,SO,1210.00_29_29,499.81,899.67,37.62,1.17,25.55,0.04,0.10,17.11
Waste,SO,1210.00_29_28,392.20,705.96,37.46,1.20,25.63,0.04,0.10,17.21
Waste,SO,1210.00_29_27,318.21,572.77,37.21,1.21,25.82,0.04,0.10,17.33
Waste,SO,1210.00_29_26,304.89,548.80,37.30,1.28,25.83,0.04,0.10,17.40
Waste,SO,1210.00_29_25,297.28,535.11,37.31,1.31,25.88,0.03,0.10,17.45
Waste,SO,1210.00_29_24,130.95,235.72,37.23,1.32,26.02,0.03,0.10,17.52
Waste,SO,1210.00_29_23,135.13,243.23,37.09,1.34,26.24,0.03,0.10,17.59
Waste,SO,1210.00_29_22,9.96,17.94,37.23,1.39,26.05,0.03,0.10,17.53
Waste,SO,1210.00_28_30,162.77,292.98,37.26,1.15,25.91,0.04,0.10,17.26
Waste,SO,1210.00_28_29,500.00,900.00,37.03,1.16,26.08,0.04,0.09,17.37
Waste,SO,1210.00_28_28,391.55,704.79,36.87,1.17,26.19,0.04,0.09,17.46
Waste,SO,1210.00_28_27,335.80,604.45,36.71,1.18,26.30,0.04,0.09,17.53
Waste,SO,1210.00_28_26,331.90,597.41,36.83,1.27,26.23,0.04,0.09,17.52
Waste,SO,1210.00_28_25,322.17,579.91,36.94,1.31,26.21,0.04,0.10,17.54
Waste,SO,1210.00_28_24,323.53,582.35,36.97,1.33,26.30,0.03,0.10,17.60
Waste,SO,1210.00_28_23,273.02,491.44,36.95,1.32,26.39,0.03,0.10,17.64
Waste,SO,1210.00_28_22,137.51,247.52,37.19,1.41,26.06,0.03,0.10,17.52
Waste,SO,1210.00_28_21,6.37,11.46,38.11,1.76,24.84,0.03,0.10,17.06
Waste,SO,1210.00_27_30,25.26,45.46,36.85,1.14,26.31,0.04,0.09,17.44
Waste,SO,1210.00_27_29,480.97,865.74,36.69,1.15,26.40,0.04,0.09,17.53
Waste,SO,1210.00_27_28,425.50,765.91,36.55,1.16,26.47,0.04,0.09,17.59
Waste,SO,1210.00_27_27,352.95,635.31,36.47,1.16,26.52,0.04,0.09,17.63
Waste,SO,1210.00_27_26,358.94,646.10,36.53,1.23,26.45,0.04,0.09,17.61
Waste,SO,1210.00_27_25,349.53,629.16,36.68,1.32,26.37,0.04,0.09,17.58
Waste,SO,1210.00_27_24,356.77,642.19,36.83,1.38,26.34,0.03,0.10,17.59
Waste,SO,1210.00_27_23,362.63,652.74,37.08,1.43,26.13,0.03,0.10,17.53
Waste,SO,1210.00_27_22,301.99,543.59,37.56,1.61,25.50,0.03,0.10,17.31
Waste,SO,1210.00_27_21,140.07,252.13,38.53,1.99,24.22,0.03,0.10,16.82
Waste,SO,1210.00_27_20,19.15,34.46,39.72,2.41,22.67,0.03,0.11,16.23
Waste,SO,1210.00_26_29,345.38,621.69,36.58,1.22,26.40,0.04,0.09,17.55
Waste,SO,1210.00_26_28,480.44,864.79,36.47,1.19,26.48,0.04,0.09,17.61
Waste,SO,1210.00_26_27,418.02,752.43,36.42,1.16,26.54,0.04,0.09,17.65
Waste,SO,1210.00_26_26,417.34,751.20,36.44,1.19,26.51,0.04,0.09,17.64
Waste,SO,1210.00_26_25,380.83,685.50,36.56,1.31,26.40,0.04,0.09,17.60
Waste,SO,1210.00_26_24,394.37,709.86,36.72,1.44,26.30,0.04,0.09,17.57
Waste,SO,1210.00_26_23,383.67,690.61,37.28,1.66,25.69,0.03,0.10,17.36
Waste,SO,1210.00_26_22,385.08,693.15,38.08,1.96,24.71,0.03,0.10,17.01
Waste,SO,1210.00_26_21,354.96,638.92,38.84,2.28,23.69,0.03,0.10,16.62
Waste,SO,1210.00_26_20,214.33,385.80,39.84,2.68,22.35,0.03,0.11,16.12
Waste,SO,1210.00_26_19,118.43,213.63,40.73,3.06,21.16,0.03,0.11,15.66
Waste,SO,1210.00_26_18,32.07,80.17,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1210.00_26_17,0.02,0.05,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1210.00_25_29,184.52,332.14,36.54,1.32,26.33,0.04,0.09,17.53
Waste,SO,1210.00_25_28,493.83,888.90,36.48,1.26,26.42,0.04,0.09,17.58
Waste,SO,1210.00_25_27,428.39,771.09,36.43,1.20,26.50,0.04,0.09,17.63
Waste,SO,1210.00_25_26,400.21,720.37,36.45,1.25,26.47,0.04,0.09,17.63
Waste,SO,1210.00_25_25,423.05,761.50,36.52,1.39,26.37,0.04,0.09,17.60
Waste,SO,1210.00_25_24,423.46,762.23,36.62,1.56,26.23,0.04,0.09,17.56
Waste,SO,1210.00_25_23,413.99,745.18,37.50,2.02,25.17,0.03,0.10,17.18
Waste,SO,1210.00_25_22,413.74,744.74,38.55,2.47,23.85,0.03,0.10,16.69
Waste,SO,1210.00_25_21,424.51,764.11,39.07,2.74,23.10,0.03,0.10,16.41
Waste,SO,1210.00_25_20,389.63,701.34,39.68,3.06,22.23,0.03,0.10,16.08
Waste,SO,1210.00_25_19,283.64,510.56,40.23,3.33,21.46,0.03,0.10,15.78
Waste,SO,1210.00_25_18,122.38,252.09,42.29,4.24,18.63,0.04,0.11,14.79
Waste,SO,1210.00_25_17,27.16,67.90,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1210.00_24_29,35.98,64.77,36.58,1.41,26.24,0.04,0.09,17.49
Waste,SO,1210.00_24_28,473.03,851.45,36.53,1.38,26.29,0.04,0.09,17.52
Waste,SO,1210.00_24_27,383.34,690.02,36.46,1.31,26.40,0.04,0.09,17.58
Waste,SO,1210.00_24_26,353.96,637.12,36.49,1.41,26.34,0.04,0.09,17.59
Waste,SO,1210.00_24_25,358.49,645.28,36.54,1.56,26.23,0.04,0.09,17.55
Waste,SO,1210.00_24_24,412.28,742.11,36.61,1.78,26.06,0.04,0.09,17.50
Waste,SO,1210.00_24_23,405.41,729.75,37.57,2.42,24.76,0.04,0.10,17.02
Waste,SO,1210.00_24_22,414.79,746.63,38.67,3.02,23.28,0.03,0.10,16.48
Waste,SO,1210.00_24_21,434.36,781.84,38.98,3.28,22.76,0.03,0.10,16.28
Waste,SO,1210.00_24_20,450.23,810.41,39.32,3.58,22.18,0.03,0.10,16.06
Waste,SO,1210.00_24_19,361.05,649.89,39.59,3.85,21.68,0.04,0.10,15.88
Waste,SO,1210.00_24_18,217.96,422.45,41.44,4.81,19.04,0.04,0.10,14.96
Waste,SO,1210.00_24_17,85.80,214.50,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1210.00_24_16,2.46,6.15,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1210.00_23_28,330.79,595.43,36.61,1.59,26.08,0.04,0.09,17.42
Waste,SO,1210.00_23_27,242.11,435.80,36.50,1.50,26.23,0.04,0.09,17.51
Waste,SO,1210.00_23_26,255.89,460.61,36.52,1.67,26.14,0.04,0.09,17.52
Waste,SO,1210.00_23_25,245.67,442.20,36.56,1.86,26.01,0.04,0.09,17.47
Waste,SO,1210.00_23_24,325.91,586.63,36.61,2.12,25.80,0.04,0.09,17.40
Waste,SO,1210.00_23_23,401.22,722.19,37.42,2.85,24.41,0.04,0.09,16.88
Waste,SO,1210.00_23_22,386.02,694.83,38.52,3.68,22.83,0.04,0.10,16.31
Waste,SO,1210.00_23_21,368.59,663.46,38.73,3.98,22.45,0.04,0.10,16.17
Waste,SO,1210.00_23_20,430.85,775.52,38.86,4.29,22.06,0.04,0.10,16.02
Waste,SO,1210.00_23_19,439.35,790.82,38.95,4.59,21.73,0.04,0.10,15.90
Waste,SO,1210.00_23_18,280.59,505.07,40.53,5.40,19.48,0.04,0.10,15.12
Waste,SO,1210.00_23_17,141.52,353.80,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1210.00_23_16,18.47,46.19,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1210.00_22_28,198.88,357.99,36.68,1.88,25.82,0.04,0.09,17.30
Waste,SO,1210.00_22_27,246.62,443.91,36.57,1.84,25.93,0.04,0.09,17.38
Waste,SO,1210.00_22_26,176.70,318.05,36.56,2.05,25.86,0.04,0.09,17.42
Waste,SO,1210.00_22_25,195.62,352.12,36.59,2.27,25.68,0.04,0.09,17.36
Waste,SO,1210.00_22_24,124.78,224.61,36.62,2.47,25.53,0.04,0.09,17.30
Waste,SO,1210.00_22_23,214.90,386.82,37.62,3.55,23.67,0.04,0.09,16.61
Waste,SO,1210.00_22_22,426.23,767.22,38.20,4.33,22.55,0.04,0.09,16.20
Waste,SO,1210.00_22_21,407.23,733.02,38.35,4.80,22.16,0.04,0.09,16.07
Waste,SO,1210.00_22_20,381.83,687.30,38.33,5.16,21.90,0.04,0.09,15.97
Waste,SO,1210.00_22_19,462.68,832.82,38.28,5.48,21.69,0.04,0.09,15.89
Waste,SO,1210.00_22_18,367.34,661.20,39.39,6.13,20.05,0.04,0.09,15.32
Waste,SO,1210.00_22_17,219.00,420.90,39.60,6.03,19.92,0.04,0.09,15.26
Waste,SO,1210.00_22_16,70.89,177.24,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1210.00_22_15,0.04,0.11,-99.00,-99.00,-99.00,-99.00,-99.00,-99.00
Waste,SO,1210.00_21_27,245.86,442.56,36.54,2.06,25.78,0.04,0.09,17.35
Waste,SO,1210.00_21_26,212.69,382.85,36.58,2.45,25.54,0.04,0.09,17.31
Waste,SO,1210.00_21_25,224.99,404.98,36.60,2.78,25.29,0.04,0.09,17.22
